epoch,accuracy,auc,f1_metric,loss,precision,recall,val_accuracy,val_auc,val_f1_metric,val_loss,val_precision,val_recall
0,0.6901960968971252,0.5899418592453003,0.0364583283662796,0.601940393447876,0.2777777910232544,0.07042253762483597,0.8095238208770752,0.8194444179534912,0.0,0.5714541077613831,0.0,0.0
1,0.7137255072593689,0.5750153064727783,0.028645828366279602,0.605472207069397,0.4000000059604645,0.056338027119636536,0.8095238208770752,0.7132352590560913,0.0,0.5311617255210876,0.0,0.0
2,0.7333333492279053,0.6711956858634949,0.0963541641831398,0.5547752976417542,0.5652173757553101,0.18309858441352844,0.8095238208770752,0.32271242141723633,0.0,0.5416677594184875,0.0,0.0
3,0.7098039388656616,0.6829454898834229,0.0390624925494194,0.5482109189033508,0.38461539149284363,0.07042253762483597,0.460317462682724,0.6282679438591003,0.2604166269302368,0.7558600306510925,0.260869562625885,1.0
4,0.7450980544090271,0.7860150337219238,0.2421874850988388,0.48120346665382385,0.5535714030265808,0.43661972880363464,0.8730158805847168,0.9950979948043823,0.11458331346511841,0.21767376363277435,1.0,0.3333333432674408
5,0.729411780834198,0.7534445524215698,0.1770833134651184,0.5099121928215027,0.5227272510528564,0.3239436745643616,0.8253968358039856,0.9697712063789368,0.2812499701976776,0.44459277391433716,0.52173912525177,1.0
6,0.772549033164978,0.8190064430236816,0.2473958283662796,0.45837080478668213,0.6274510025978088,0.4507042169570923,0.2698412835597992,0.5833333134651184,0.229166641831398,1.1502772569656372,0.2068965584039688,1.0
7,0.7411764860153198,0.7595682740211487,0.205729141831398,0.5064708590507507,0.5490196347236633,0.39436620473861694,0.8095238208770752,0.9665032625198364,0.0,0.31590205430984497,0.0,0.0
8,0.7098039388656616,0.7333511114120483,0.1328124850988388,0.5264906287193298,0.45945945382118225,0.23943662643432617,0.8095238208770752,0.5,0.0,2.0318219661712646,0.0,0.0
